trp_1164|Dummy first line
trp_id_1177|亚 马 逊 袭 击 者 勇 士 
trp_id_1177_pl|亚 马 逊 袭 击 者 战 士 
trp_id_1178|美 洲 豹 袭 击 者 勇 士 
trp_id_1178_pl|美 洲 豹 袭 击 者 勇 士 
trp_id_1179|亚 马 逊 袭 击 者 女 猎 手 
trp_id_1179_pl|亚 马 逊 袭 击 者 女 猎 手 
trp_id_1180|亚 马 逊 袭 击 者 骑 马 女 猎 手 
trp_id_1180_pl|亚 马 逊 袭 击 者 骑 马 女 猎 手 
trp_id_1181|亚 马 逊 袭 击 者 图 腾 守 卫 
trp_id_1181_pl|亚 马 逊 袭 击 者 图 腾 守 卫 
trp_id_1182|亚 马 逊 袭 击 者 女 酋 长 
trp_id_1182_pl|亚 马 逊 袭 击 者 女 酋 长 
trp_id_1183|熊 
trp_id_1183_pl|熊 
trp_id_1184|冰 霜 熊 
trp_id_1184_pl|冰 霜 熊 
trp_id_1185|卡 顿 野 熊 
trp_id_1185_pl|卡 顿 野 熊 
trp_id_1186|黑 旗 库 吉 特 骑 手 
trp_id_1186_pl|黑 旗 库 吉 特 骑 手 
trp_id_1187|海 盗 船 长 
trp_id_1187_pl|海 盗 船 长 
trp_id_1188|海 盗 
trp_id_1188_pl|海 盗 
trp_id_1189|赏 金 猎 人 
trp_id_1189_pl|赏 金 猎 人 
trp_id_1190|奴 贩 押 解 
trp_id_1190_pl|奴 贩 押 解 
trp_id_1191|奴 贩 猎 手 
trp_id_1191_pl|奴 贩 猎 手 
trp_id_1192|奴 贩 打 手 
trp_id_1192_pl|奴 贩 打 手 
trp_id_1193|奴 贩 首 领 
trp_id_1193_pl|奴 贩 首 领 
trp_id_1194|随 营 妇 女 
trp_id_1194_pl|随 营 妇 女 
trp_id_1195|女 猎 手 
trp_id_1195_pl|女 猎 手 
trp_id_1196|女 护 卫 
trp_id_1196_pl|女 护 卫 
trp_id_1197|女 剑 士 
trp_id_1197_pl|女 剑 士 
trp_id_1198|见 习 水 手 
trp_id_1198_pl|见 习 水 手 
trp_id_1199|伯 格 曼 的 游 侠 
trp_id_1199_pl|伯 格 曼 的 游 侠 
trp_id_1200|灵 蜥 沼 泽 猎 人 
trp_id_1200_pl|灵 蜥 沼 泽 猎 人 
trp_id_1201|瑞 克 领 斗 士 
trp_id_1201_pl|瑞 克 领 斗 士 
trp_id_1202|帝 国 贵 族 
trp_id_1202_pl|帝 国 贵 族 
trp_id_1203|凤 凰 卫 队 长 
trp_id_1203_pl|凤 凰 卫 队 长 
trp_id_1204|阿 拉 比 奴 隶 斗 士 
trp_id_1204_pl|阿 拉 比 奴 隶 斗 士 
trp_id_1205|巴 托 尼 亚 扈 从 
trp_id_1205_pl|巴 托 尼 亚 扈 从 
trp_id_1206|熊 神 兄 弟 会 精 英 
trp_id_1206_pl|熊 神 兄 弟 会 精 英 
trp_id_1207|毒 蝎 忍 者 
trp_id_1207_pl|毒 蝎 忍 者 
trp_id_1208|毒 蝎 忍 者 大 师 
trp_id_1208_pl|毒 蝎 忍 者 大 师 
trp_id_1209|森 林 游 侠 
trp_id_1209_pl|森 林 游 侠 
trp_id_1210|穆 特 领 半 身 人 冠 军 
trp_id_1210_pl|穆 特 领 半 身 人 冠 军 
trp_id_1211|莫 斯 里 布 角 兽 
trp_id_1211_pl|莫 斯 里 布 角 兽 
trp_id_1212|waaagh 小 子 
trp_id_1212_pl|waaagh 小 子 
trp_id_1213|鲜 血 猎 手 
trp_id_1213_pl|鲜 血 猎 手 
trp_id_1214|深 坑 斗 士 
trp_id_1214_pl|深 坑 斗 士 
trp_id_1215|深 坑 斗 士 王 
trp_id_1215_pl|深 坑 斗 士 王 
trp_id_1216|骷 髅 斗 士 
trp_id_1216_pl|骷 髅 斗 士 
trp_id_1217|森 林 地 精 
trp_id_1217_pl|森 林 地 精 
trp_id_1218|潜 行 者 
trp_id_1218_pl|潜 行 者 
trp_id_1219|曼 吉 尔 的 剥 皮 者 
trp_id_1219_pl|曼 吉 尔 的 剥 皮 者 
trp_id_1220|女 术 士 
trp_id_1220_pl|女 术 士 
trp_id_1221|吸 血 鬼 
trp_id_1221_pl|吸 血 鬼 
trp_id_1222|艾 辛 氏 族 学 徒 
trp_id_1222_pl|艾 辛 氏 族 学 徒 
trp_id_1223|地 狱 深 坑 斗 士 
trp_id_1223_pl|地 狱 深 坑 斗 士 
trp_id_1224|难 民 
trp_id_1224_pl|难 民 
trp_id_1225|农 妇 
trp_id_1225_pl|农 妇 
trp_id_1226|商 队 头 领 
trp_id_1226_pl|商 队 头 领 
trp_id_1227|信 使 
trp_id_1227_pl|信 使 
trp_id_1228|侦 察 兵 
trp_id_1228_pl|侦 察 兵 
trp_id_1229|招 聘 者 
trp_id_1229_pl|招 聘 者 
trp_id_1230|被 绑 架 的 仆 人 
trp_id_1230_pl|被 绑 架 的 仆 人 
trp_id_1231|市 民 
trp_id_1231_pl|市 民 
trp_id_1232|市 民 
trp_id_1232_pl|市 民 
trp_id_1233|市 民 
trp_id_1233_pl|市 民 
trp_id_1234|市 民 
trp_id_1234_pl|市 民 
trp_id_1235|农 夫 
trp_id_1235_pl|农 夫 
trp_id_1236|农 妇 
trp_id_1236_pl|农 妇 
trp_id_1237|农 夫 
trp_id_1237_pl|农 夫 
trp_id_1238|农 妇 
trp_id_1238_pl|农 妇 
trp_id_1239|农 夫 
trp_id_1239_pl|农 夫 
trp_id_1240|农 妇 
trp_id_1240_pl|农 妇 
trp_id_1241|农 夫 
trp_id_1241_pl|农 夫 
trp_id_1242|农 夫 
trp_id_1242_pl|农 夫 
trp_id_1243|亡 灵 农 夫 
trp_id_1243_pl|亡 灵 农 夫 
trp_id_1244|亡 灵 农 夫 
trp_id_1244_pl|亡 灵 农 夫 
trp_id_1245|僵 尸 
trp_id_1245_pl|僵 尸 
trp_id_1246|骷 髅 
trp_id_1246_pl|骷 髅 
trp_id_1247|农 夫 
trp_id_1247_pl|农 夫 
trp_id_1248|农 夫 
trp_id_1248_pl|农 夫 
trp_id_1249|精 灵 
trp_id_1249_pl|精 灵 
trp_id_1250|精 灵 
trp_id_1250_pl|精 灵 
trp_id_1251|精 灵 农 夫 
trp_id_1251_pl|精 灵 农 夫 
trp_id_1252|精 灵 农 妇 
trp_id_1252_pl|精 灵 农 妇 
trp_id_1253|矮 人 
trp_id_1253_pl|矮 人 
trp_id_1254|矮 人 
trp_id_1254_pl|矮 人 
trp_id_1255|矮 人 
trp_id_1255_pl|矮 人 
trp_id_1256|矮 人 
trp_id_1256_pl|矮 人 
trp_id_1257|暗 精 灵 
trp_id_1257_pl|暗 精 灵 
trp_id_1258|暗 精 灵 
trp_id_1258_pl|暗 精 灵 
trp_id_1259|暗 精 灵 农 夫 
trp_id_1259_pl|暗 精 灵 农 夫 
trp_id_1260|暗 精 灵 农 妇 
trp_id_1260_pl|暗 精 灵 农 妇 
trp_id_1261|角 兽 农 夫 
trp_id_1261_pl|角 兽 农 夫 
trp_id_1262|劣 角 兽 农 夫 
trp_id_1262_pl|劣 角 兽 农 夫 
trp_id_1263|蜥 蜴 
trp_id_1263_pl|蜥 蜴 
trp_id_1264|灵 蜥 
trp_id_1264_pl|灵 蜥 
trp_id_1265|蜥 蜴 
trp_id_1265_pl|蜥 蜴 
trp_id_1266|灵 蜥 
trp_id_1266_pl|灵 蜥 
trp_id_1267|侏 儒 
trp_id_1267_pl|侏 儒 
trp_id_1268|诺 斯 卡 部 落 男 子 
trp_id_1268_pl|诺 斯 卡 部 落 男 子 
trp_id_1269|诺 斯 卡 部 落 女 子 
trp_id_1269_pl|诺 斯 卡 部 落 女 子 
trp_id_1270|骷 髅 
trp_id_1270_pl|骷 髅 
trp_id_1271|骷 髅 
trp_id_1271_pl|骷 髅 
trp_id_1272|骷 髅 
trp_id_1272_pl|骷 髅 
trp_id_1273|骷 髅 
trp_id_1273_pl|骷 髅 
trp_id_1274|混 沌 矮 人 
trp_id_1274_pl|混 沌 矮 人 
trp_id_1275|大 地 精 
trp_id_1275_pl|大 地 精 
trp_id_1276|混 沌 矮 人 
trp_id_1276_pl|混 沌 矮 人 
trp_id_1277|大 地 精 
trp_id_1277_pl|大 地 精 
trp_id_1278|兽 人 
trp_id_1278_pl|兽 人 
trp_id_1279|兽 人 
trp_id_1279_pl|兽 人 
trp_id_1280|骷 髅 海 盗 
trp_id_1280_pl|骷 髅 海 盗 
trp_id_1281|骷 髅 海 盗 
trp_id_1281_pl|骷 髅 海 盗 
trp_id_1282|鼠 人 
trp_id_1282_pl|鼠 人 
trp_id_1283|鼠 人 
trp_id_1283_pl|鼠 人 
trp_id_1284|地 精 
trp_id_1284_pl|地 精 
trp_id_1285|地 精 
trp_id_1285_pl|地 精 
trp_id_1286|地 精 
trp_id_1286_pl|地 精 
trp_id_1287|地 精 
trp_id_1287_pl|地 精 
trp_id_1288|亡 灵 农 夫 
trp_id_1288_pl|亡 灵 农 夫 
trp_id_1289|亡 灵 农 夫 
trp_id_1289_pl|亡 灵 农 夫 
trp_id_1290|亡 灵 海 盗 定 居 者 
trp_id_1290_pl|亡 灵 海 盗 定 居 者 
trp_id_1291|亡 灵 海 盗 定 居 者 
trp_id_1291_pl|亡 灵 海 盗 定 居 者 
trp_id_1292|市 民 
trp_id_1292_pl|市 民 
trp_id_1293|市 民 
trp_id_1293_pl|市 民 
trp_id_1294|角 兽 农 夫 
trp_id_1294_pl|角 兽 农 夫 
trp_id_1295|劣 角 兽 农 夫 
trp_id_1295_pl|劣 角 兽 农 夫 
trp_id_1296|村 民 
trp_id_1296_pl|村 民 
trp_id_1297|村 民 
trp_id_1297_pl|村 民 
trp_id_1298|市 民 
trp_id_1298_pl|市 民 
trp_id_1299|市 民 
trp_id_1299_pl|市 民 
trp_id_1300|竞 技 场 老 板 
trp_id_1300_pl|竞 技 场 老 板 
trp_id_1301|教 练 
trp_id_1301_pl|教 练 
trp_id_1302|治 安 官 哈 瑞 克 
trp_id_1302_pl|治 安 官 哈 瑞 克 
trp_id_1303|奴 隶 贩 子 拉 蒙 
trp_id_1303_pl|奴 隶 贩 子 拉 蒙 
trp_id_1304|机 灵 鬼 吉 米 
trp_id_1304_pl|机 灵 鬼 吉 米 
trp_id_1305|达 贡 
trp_id_1305_pl|达 贡 
trp_id_1306|夏 恩 -阿 伯 碎 膝 者 
trp_id_1306_pl|夏 恩 -阿 伯 碎 膝 者 
trp_id_1307|玛 萨 哈 塔 
trp_id_1307_pl|玛 萨 哈 塔 
trp_id_1308|卡 格 沃 特 
trp_id_1308_pl|卡 格 沃 特 
trp_id_1309|恐 惧 骑 士 
trp_id_1309_pl|恐 惧 骑 士 
trp_id_1310|斯 金 纳 船 长 
trp_id_1310_pl|斯 金 纳 船 长 
trp_id_1311|巨 魔 碾 压 者，法 拉 克 
trp_id_1311_pl|巨 魔 碾 压 者，法 拉 克 
trp_id_1312|马 恩 诺 
trp_id_1312_pl|马 恩 诺 
trp_id_1313|卡 尔·莱 因 哈 德 
trp_id_1313_pl|卡 尔·莱 因 哈 德 
trp_id_1314|马 维 佐 
trp_id_1314_pl|马 维 佐 
trp_id_1315|马 祖 克 
trp_id_1315_pl|马 祖 克 
trp_id_1316|弗 拉 迪 斯 拉 夫 王 子 
trp_id_1316_pl|弗 拉 迪 斯 拉 夫 王 子 
trp_id_1317|奥 鲁 库 乔 基 
trp_id_1317_pl|奥 鲁 库 乔 基 
trp_id_1318|法 尔 尼 尔 · 弗 纳 韦 尔 
trp_id_1318_pl|法 尔 尼 尔 · 弗 纳 韦 尔 
trp_id_1319|训 练 场 教 练 
trp_id_1319_pl|训 练 场 教 练 
trp_id_1324|伯 格 曼 的 游 侠 
trp_id_1324_pl|伯 格 曼 的 游 侠 
trp_id_1325|盖 阿 斯 
trp_id_1325_pl|盖 阿 斯 
trp_id_1326|农 民 
trp_id_1326_pl|农 民 
trp_id_1327|教 练 
trp_id_1327_pl|教 练 
trp_id_1328|教 练 
trp_id_1328_pl|教 练 
trp_id_1329|教 练 
trp_id_1329_pl|教 练 
trp_id_1330|教 练 
trp_id_1330_pl|教 练 
trp_id_1331|教 练 
trp_id_1331_pl|教 练 
trp_id_1332|奴 隶 贩 子 
trp_id_1332_pl|奴 隶 贩 子 
trp_id_1333|奴 隶 贩 子 
trp_id_1333_pl|奴 隶 贩 子 
trp_id_1334|奴 隶 贩 子 
trp_id_1334_pl|奴 隶 贩 子 
trp_id_1335|奴 隶 贩 子 
trp_id_1335_pl|奴 隶 贩 子 
trp_id_1336|奴 隶 贩 子 
trp_id_1336_pl|奴 隶 贩 子 
trp_id_1337|奴 隶 贩 子 
trp_id_1337_pl|奴 隶 贩 子 
trp_id_1338|奴 隶 贩 子 
trp_id_1338_pl|奴 隶 贩 子 
trp_id_1339|奴 隶 贩 子 
trp_id_1339_pl|奴 隶 贩 子 
trp_id_1340|奴 隶 贩 子 
trp_id_1340_pl|奴 隶 贩 子 
trp_id_1341|奴 隶 贩 子 
trp_id_1341_pl|奴 隶 贩 子 
trp_id_1342|奴 隶 贩 子 
trp_id_1342_pl|奴 隶 贩 子 
trp_id_1343|奴 隶 贩 子 
trp_id_1343_pl|奴 隶 贩 子 
trp_id_1344|奴 隶 贩 子 
trp_id_1344_pl|奴 隶 贩 子 
trp_id_1345|奴 隶 贩 子 
trp_id_1345_pl|奴 隶 贩 子 
trp_id_1346|旅 行 者 
trp_id_1346_pl|旅 行 者 
trp_id_1347|旅 行 者 
trp_id_1347_pl|旅 行 者 
trp_id_1348|旅 行 者 
trp_id_1348_pl|旅 行 者 
trp_id_1349|旅 行 者 
trp_id_1349_pl|旅 行 者 
trp_id_1350|旅 行 者 
trp_id_1350_pl|旅 行 者 
trp_id_1351|旅 行 者 
trp_id_1351_pl|旅 行 者 
trp_id_1352|旅 行 者 
trp_id_1352_pl|旅 行 者 
trp_id_1353|旅 行 者 
trp_id_1353_pl|旅 行 者 
trp_id_1354|旅 行 者 
trp_id_1354_pl|旅 行 者 
trp_id_1355|旅 行 者 
trp_id_1355_pl|旅 行 者 
trp_id_1356|旅 行 者 
trp_id_1356_pl|旅 行 者 
trp_id_1357|旅 行 者 
trp_id_1357_pl|旅 行 者 
trp_id_1358|书 籍 商 人 
trp_id_1358_pl|书 籍 商 人 
trp_id_1359|书 籍 商 人 
trp_id_1359_pl|书 籍 商 人 
trp_id_1360|大 流 士 的 学 徒 
trp_id_1360_pl|大 流 士 的 学 徒 
trp_id_1361|智 者 马 卡 斯 
trp_id_1361_pl|智 者 马 卡 斯 
trp_id_1362|光 明 使 者 赛 勒 斯 
trp_id_1362_pl|光 明 使 者 赛 勒 斯 
trp_id_1363|药 水 商 人 
trp_id_1363_pl|药 水 商 人 
trp_id_1364|药 水 商 人 
trp_id_1364_pl|药 水 商 人 
trp_id_1365|药 水 商 人 
trp_id_1365_pl|药 水 商 人 
trp_id_1366|药 水 商 人 
trp_id_1366_pl|药 水 商 人 
trp_id_1367|药 水 商 人 
trp_id_1367_pl|药 水 商 人 
trp_id_1368|慈 善 家 
trp_id_1368_pl|慈 善 家 
trp_id_1369|慈 善 家 
trp_id_1369_pl|慈 善 家 
trp_id_1370|慈 善 家 
trp_id_1370_pl|慈 善 家 
trp_id_1371|慈 善 家 
trp_id_1371_pl|慈 善 家 
trp_id_1372|慈 善 家 
trp_id_1372_pl|慈 善 家 
trp_id_1373|慈 善 家 
trp_id_1373_pl|慈 善 家 
trp_id_1374|慈 善 家 
trp_id_1374_pl|慈 善 家 
trp_id_1375|慈 善 家 
trp_id_1375_pl|慈 善 家 
trp_id_1376|慈 善 家 
trp_id_1376_pl|慈 善 家 
trp_id_1377|慈 善 家 
trp_id_1377_pl|慈 善 家 
trp_id_1378|邪 教 徒 
trp_id_1378_pl|邪 教 徒 
trp_id_1379|邪 教 徒 
trp_id_1379_pl|邪 教 徒 
trp_id_1380|邪 教 徒 
trp_id_1380_pl|邪 教 徒 
trp_id_1381|邪 教 徒 
trp_id_1381_pl|邪 教 徒 
trp_id_1382|邪 教 徒 
trp_id_1382_pl|邪 教 徒 
trp_id_1383|邪 教 徒 
trp_id_1383_pl|邪 教 徒 
trp_id_1384|邪 教 徒 
trp_id_1384_pl|邪 教 徒 
trp_id_1385|邪 教 徒 
trp_id_1385_pl|邪 教 徒 
trp_id_1386|邪 教 徒 
trp_id_1386_pl|邪 教 徒 
trp_id_1387|邪 教 徒 
trp_id_1387_pl|邪 教 徒 
trp_id_1388|包 括 玩 家 在 内 的 王 国 英 雄 开 始 
trp_id_1388_pl|包 括 玩 家 在 内 的 王 国 英 雄 开 始 
trp_id_1389|高 崔 克 
trp_id_1389_pl|高 崔 克 
trp_id_1390|菲 力 克 斯 
trp_id_1390_pl|菲 力 克 斯 
trp_id_1391|贾 利 勒 
trp_id_1391_pl|贾 利 勒 
trp_id_1392|奥 叽·波 叽·沃 基 昆 
trp_id_1392_pl|奥 叽·波 叽·沃 基 昆 
trp_id_1393|瑞 普 尼 吱 
trp_id_1393_pl|瑞 普 尼 吱 
trp_id_1394|马 提 亚 斯·图 尔 曼 
trp_id_1394_pl|马 提 亚 斯·图 尔 曼 
trp_id_1395|布 拉 甘 扎 
trp_id_1395_pl|布 拉 甘 扎 
trp_id_1396|兰 波·快 手 
trp_id_1396_pl|兰 波·快 手 
trp_id_1397|沃 兰 斯 
trp_id_1397_pl|沃 兰 斯 
trp_id_1398|贝 奥 尔·熊 击 
trp_id_1398_pl|贝 奥 尔·熊 击 
trp_id_1399|艾 凯 迪 
trp_id_1399_pl|艾 凯 迪 
trp_id_1400|臭 虫 
trp_id_1400_pl|臭 虫 
trp_id_1401|阿 里 斯 蒂 德 爵 士 
trp_id_1401_pl|阿 里 斯 蒂 德 爵 士 
trp_id_1402|梅 菲 林 
trp_id_1402_pl|梅 菲 林 
trp_id_1403|阿 卜 杜 勒·哈 利 克 
trp_id_1403_pl|阿 卜 杜 勒·哈 利 克 
trp_id_1404|史 基 佐 
trp_id_1404_pl|史 基 佐 
trp_id_1405|斯 卡 洛 克 
trp_id_1405_pl|斯 卡 洛 克 
trp_id_1406|埃 莉 诺 
trp_id_1406_pl|埃 莉 诺 
trp_id_1407|那 克 瓦 查 
trp_id_1407_pl|那 克 瓦 查 
trp_id_1408|弗 罗 林·达 陶 德 
trp_id_1408_pl|弗 罗 林·达 陶 德 
trp_id_1409|约 瑟 夫·巴 格 曼 
trp_id_1409_pl|约 瑟 夫·巴 格 曼 
trp_id_1410|金 席 查 
trp_id_1410_pl|金 席 查 
trp_id_1411|巴 斯 汀 
trp_id_1411_pl|巴 斯 汀 
trp_id_1412|艾 德 琳 
trp_id_1412_pl|艾 德 琳 
trp_id_1413|伊 拉 斯 谟 
trp_id_1413_pl|伊 拉 斯 谟 
trp_id_1414|阿 个 陋·大 龅 牙 
trp_id_1414_pl|阿 个 陋·大 龅 牙 
trp_id_1415|斯 露 德 
trp_id_1415_pl|斯 露 德 
trp_id_1416|阿 尔 伯 图 斯 男 爵 
trp_id_1416_pl|阿 尔 伯 图 斯 男 爵 
trp_id_1417|“冷 峻 潜 兵”芬 恩 
trp_id_1417_pl|芬 恩 
trp_id_1418|“龙 炎 隘 口 勇 士”古 姆 
trp_id_1418_pl|古 姆 
trp_id_1419|“絮 叨 老 兵”斯 柯 里 
trp_id_1419_pl|斯 柯 里 
trp_id_1420|“无 底 石 阶 矿 工”布 龙 
trp_id_1420_pl|布 龙 
trp_id_1421|“乌 尔 扎 突 击 者”格 罗 思 
trp_id_1421_pl|格 罗 思 
trp_id_1422|“玛 瑟 兰 之 嗣”埃 什 卡 斯 
trp_id_1422_pl|埃 什 卡 斯 
trp_id_1423|“纯 鬃 禁 卫”凯 德 龙 
trp_id_1423_pl|凯 德 龙 
trp_id_1424|“烈 风 先 驱”塔 拉 斯 
trp_id_1424_pl|塔 拉 斯 
trp_id_1425|“血 腥 女 王 之 刃”尼 尔 森 
trp_id_1425_pl|尼 尔 森 
trp_id_1426|“雷 矢 魔 鬼”柯 瓦 斯 
trp_id_1426_pl|柯 瓦 斯 
trp_id_1427|“部 落 之 兽”卢 斯 彻 
trp_id_1427_pl|卢 斯 彻 
trp_id_1428|“诺 斯 卡 冒 险 者”盎 塔 斯 
trp_id_1428_pl|盎 塔 斯 
trp_id_1429|“诺 斯 卡 冒 险 者”加 赛 克 
trp_id_1429_pl|加 赛 克 
trp_id_1430|“诺 斯 卡 冒 险 者”扎 哈 兹 
trp_id_1430_pl|扎 哈 兹 
trp_id_1431|“诺 斯 卡 冒 险 者”雷 默 特 
trp_id_1431_pl|雷 默 特 
trp_id_1432|“索 命 行 尸”扎 罗 斯 
trp_id_1432_pl|扎 罗 斯 
trp_id_1433|“柯 尼 斯 坦 潜 伏 者”拉 扎 勒 斯 
trp_id_1433_pl|拉 扎 勒 斯 
trp_id_1434|“肃 杀 战 士”波 默 
trp_id_1434_pl|波 默 
trp_id_1435|“涅 赫 什 蝎 子 军 团”特 兹 诺 尔 
trp_id_1435_pl|特 兹 诺 尔 
trp_id_1436|“乌 西 里 安 阴 间 军 团”弗 卡 斯 
trp_id_1436_pl|弗 卡 斯 
trp_id_1437|“库 查 阿 军 团 战 士”图 库 斯 
trp_id_1437_pl|图 库 斯 
trp_id_1438|“观 星 室 守 卫”佐 尔 扎 
trp_id_1438_pl|佐 尔 扎 
trp_id_1439|“冷 蜥 骑 兵 大 队 骑 手”里 斯 
trp_id_1439_pl|里 斯 
trp_id_1440|“老 兵 战 士”萨 马 克 
trp_id_1440_pl|萨 马 克 
trp_id_1441|“巨 角 冷 蜥 骑 手”迦 柯 
trp_id_1441_pl|迦 柯 
trp_id_1442|“军 阀 亲 兵 小 子”乌 璐 
trp_id_1442_pl|乌 璐 
trp_id_1443|“八 峰 山 狂 徒”咯 拉 克 
trp_id_1443_pl|咯 拉 克 
trp_id_1444|“锈 箭 射 手”嘶 拉 特 
trp_id_1444_pl|嘶 拉 特 
trp_id_1445|“月 下 嚎 叫 者”拽 格 兹 
trp_id_1445_pl|拽 格 兹 
trp_id_1446|“劫 牙 恶 匪”呆 布 喏 
trp_id_1446_pl|呆 布 喏 
trp_id_1447|“猩 红 杀 手”野 大 咖 
trp_id_1447_pl|野 大 咖 
trp_id_1448|“碎 獠 暴 徒”咬 古 塔 
trp_id_1448_pl|咬 古 塔 
trp_id_1449|“劫 道 小 子”大 苟 哥 
trp_id_1449_pl|大 苟 哥 
trp_id_1450|“弓 箭 小 子”葛 刷 兹 
trp_id_1450_pl|葛 刷 兹 
trp_id_1451|“战 猪 小 子”左 嗝 扎 
trp_id_1451_pl|左 嗝 扎 
trp_id_1452|斯 纳 茨 
trp_id_1452_pl|斯 纳 茨 
trp_id_1453|史 奎 兹 
trp_id_1453_pl|史 奎 兹 
trp_id_1454|布 格 拉 克 
trp_id_1454_pl|布 格 拉 克 
trp_id_1455|纳 格 拉 特 
trp_id_1455_pl|纳 格 拉 特 
trp_id_1456|米 祖 鲁 兹 
trp_id_1456_pl|米 祖 鲁 兹 
trp_id_1457|“邓 肯 瓦 尔 毁 灭 者”阿 祖 罗 克 
trp_id_1457_pl|阿 祖 罗 克 
trp_id_1458|“黑 角 蹂 躏 者”戴 文 绍 尔 
trp_id_1458_pl|戴 文 绍 尔 
trp_id_1459|“柯 罗 卡 肢 解 者”古 拉 西 
trp_id_1459_pl|古 拉 西 
trp_id_1460|“大 角 兽”卡 兹 东 
trp_id_1460_pl|卡 兹 东 
trp_id_1461|“隐 匿 恶 刺”福 杜 科 
trp_id_1461_pl|福 杜 科 
trp_id_1462|安 东 
trp_id_1462_pl|安 东 
trp_id_1463|爱 德 华 
trp_id_1463_pl|爱 德 华 
trp_id_1464|马 吕 斯 
trp_id_1464_pl|马 吕 斯 
trp_id_1465|斯 蒂 凡 
trp_id_1465_pl|斯 蒂 凡 
trp_id_1466|瓦 西 里 
trp_id_1466_pl|瓦 西 里 
trp_id_1467|斯 坦 尼 斯 拉 夫 
trp_id_1467_pl|斯 坦 尼 斯 拉 夫 
trp_id_1468|坚 志 
trp_id_1468_pl|坚 志 
trp_id_1469|光 雷 
trp_id_1469_pl|光 雷 
trp_id_1470|卡 娅 
trp_id_1470_pl|卡 娅 
trp_id_1471|伊 西 
trp_id_1471_pl|伊 西 
trp_id_1472|广 岛 
trp_id_1472_pl|广 岛 
trp_id_1473|戴 安 娜 
trp_id_1473_pl|戴 安 娜 
trp_id_1474|“白 矮 人”格 罗 姆·布 林 戴 尔 
trp_id_1474_pl|“白 矮 人”格 罗 姆·布 林 戴 尔 
trp_id_1475|“巨 魔 王”索 隆 格 
trp_id_1475_pl|“巨 魔 王”索 隆 格 
trp_id_1476|金 刚 
trp_id_1476_pl|金 刚 
trp_id_1477|欧 嗝 礼 
trp_id_1477_pl|欧 嗝 礼 
trp_id_1478|帝 国 皇 帝，卡 尔 · 弗 兰 茨 
trp_id_1478_pl|卡 尔 · 弗 兰 茨 
trp_id_1479|至 高 王 索 尔 葛 林 · 负 怨 者 
trp_id_1479_pl|索 尔 葛 林 · 负 怨 者 
trp_id_1480|凤 凰 王 芬 努 巴 
trp_id_1480_pl|芬 努 巴 
trp_id_1481|哈 苏 特 至 高 术 士，阿 斯 卓 格 斯·铁 手 
trp_id_1481_pl|阿 斯 卓 格 斯·铁 手 
trp_id_1482|永 世 神 选 · 艾 查 恩 
trp_id_1482_pl|艾 查 恩 
trp_id_1483|不 朽 大 帝，赛 特 拉 
trp_id_1483_pl|赛 特 拉 
trp_id_1484|最 后 守 卫 者·库·伽 
trp_id_1484_pl|库·伽 
trp_id_1485|八 峰 山 战 将，史 卡 斯 尼 克 
trp_id_1485_pl|史 卡 斯 尼 克 
trp_id_1486|邪 恶 苏 丹 · 贾 法 尔 
trp_id_1486_pl|贾 法 尔 
trp_id_1487|格 里 姆 格 · 铁 皮 
trp_id_1487_pl|格 里 姆 格 · 铁 皮 
trp_id_1488|巴 托 尼 亚 国 王，劳 恩·列 奥 康 沃 尔 
trp_id_1488_pl|劳 恩 · 列 奥 康 沃 尔 
trp_id_1489|巫 王 马 雷 基 斯 
trp_id_1489_pl|马 雷 基 斯 
trp_id_1490|十 三 议 会 之 首，灰 先 知 领 主 克 利 斯 提 里 克 
trp_id_1490_pl|克 利 斯 提 里 克 
trp_id_1491|红 沙 皇 鲍 里 斯 · 波 卡 
trp_id_1491_pl|鲍 里 斯 · 波 卡 
trp_id_1492|万 兽 之 王，戈 索 尔 
trp_id_1492_pl|万 兽 之 王，戈 索 尔 
trp_id_1493|幕 府 将 军，亚 子 奴·金 华 
trp_id_1493_pl|亚 子 奴·金 华 
trp_id_1494|阴 影 死 亡 大 君，弗 拉 德 · 冯 · 卡 斯 坦 因 
trp_id_1494_pl|弗 拉 德 · 冯 · 卡 斯 坦 因 
trp_id_1495|林 地 之 王 奥 莱 恩 
trp_id_1495_pl|奥 莱 恩 
trp_id_1496|深 渊 死 亡 大 君，卢 瑟 · 哈 肯 
trp_id_1496_pl|卢 瑟 · 哈 肯 
trp_id_1497|斯 提 尔 领 选 帝 侯，阿 尔 贝 里 希 · 豪 特 · 安 德 森 
trp_id_1497_pl|阿 尔 贝 里 希 · 豪 特 · 安 德 森 
trp_id_1498|米 登 领 选 帝 侯，鲍 里 斯 · 托 德 布 林 格 
trp_id_1498_pl|鲍 里 斯 · 托 德 布 林 格 
trp_id_1499|诺 德 领 选 帝 侯，狄 奥 多 里 克 · 高 瑟 
trp_id_1499_pl|狄 奥 多 里 克·高 瑟 
trp_id_1500|塔 拉 贝 克 领 选 帝 侯，赫 尔 穆 特 · 费 尔 巴 哈 
trp_id_1500_pl|赫 尔 穆 特 · 费 尔 巴 哈 
trp_id_1501|霍 克 领 选 帝 侯，艾 登 布 兰 德  ·  鲁 登 霍 夫 
