itm_1164|Dummy first line
itm_night_shroud_pl|夜 幕 笼 罩 
itm_curse_of_da_bad_moon|恶 月 诅 咒 
itm_curse_of_da_bad_moon_pl|恶 月 诅 咒 
itm_waaaaaagh_2|小 Waaaaaagh！
itm_waaaaaagh_2_pl|小 Waaaaaagh！
itm_mork_save_uz_2|毛 哥 救 俺 们
itm_mork_save_uz_2_pl|毛 哥 救 俺 们
itm_warp_lightning|次 元 闪 电 
itm_warp_lightning_pl|次 元 闪 电 
itm_skitterleap|瞬 间 转 移 
itm_skitterleap_pl|瞬 间 转 移 
itm_howling_warpgale|狂 啸 战 风 
itm_howling_warpgale_pl|狂 啸 战 风 
itm_death_frenzy|死 亡 狂 暴 
itm_death_frenzy_pl|死 亡 狂 暴 
itm_scorch|焦 炎 术 
itm_scorch_pl|焦 炎 术 
itm_cracks_call|地 裂 术 
itm_cracks_call_pl|地 裂 术 
itm_warp_jump|次 元 跳 跃 
itm_warp_jump_pl|次 元 跳 跃 
itm_curse_of_the_horned_one|大 角 鼠 的 诅 咒 
itm_curse_of_the_horned_one_pl|大 角 鼠 的 诅 咒 
itm_pestilent_breath|疫 病 吐 息
itm_pestilent_breath_pl|疫 病 吐 息
itm_bless_with_filth|污 秽 赐 福 
itm_bless_with_filth_pl|污 秽 赐 福 
itm_wither|枯 萎 术 
itm_wither_pl|枯 萎 术 
itm_vermintide|万 鼠 狂 潮 
itm_vermintide_pl|万 鼠 狂 潮 
itm_cloud_of_corruption|腐 化 云 雾 
itm_cloud_of_corruption_pl|腐 化 云 雾 
itm_plague|瘟 疫 
itm_plague_pl|瘟 疫 
itm_madness|精 神 错 乱 
itm_madness_pl|精 神 错 乱 
itm_curse_of_the_horned_one_2|大 角 鼠 的 诅 咒 
itm_curse_of_the_horned_one_2_pl|大 角 鼠 的 诅 咒 
itm_khsars_incantation_of_the_desert_wind|哈 萨 的 沙 暴 咒 
itm_khsars_incantation_of_the_desert_wind_pl|哈 萨 的 沙 暴 咒 
itm_djafs_incantation_of_cursed_blades|狄 迦 夫 的 妖 刀 咒 
itm_djafs_incantation_of_cursed_blades_pl|狄 迦 夫 的 妖 刀 咒 
itm_nerus_incantation_of_protection|奈 鲁 的 保 护 咒 
itm_nerus_incantation_of_protection_pl|奈 鲁 的 保 护 咒 
itm_ptras_incantation_of_righteous_smiting|佩 特 拉 的 惩 击 咒 
itm_ptras_incantation_of_righteous_smiting_pl|佩 特 拉 的 惩 击 咒 
itm_usirions_incantation_of_vengeance|乌 西 里 安 的 复 仇 咒 
itm_usirions_incantation_of_vengeance_pl|乌 西 里 安 的 复 仇 咒 
itm_usekhps_incantation_of_dessication|乌 瑟 霍 普 的 干 枯 咒 
itm_usekhps_incantation_of_dessication_pl|乌 瑟 霍 普 的 干 枯 咒 
itm_sakhmets_incantation_of_the_skullstorm|塞 霍 姆 特 的 骸 骨 风 暴 咒 
itm_sakhmets_incantation_of_the_skullstorm_pl|塞 霍 姆 特 的 骸 骨 风 暴 咒 
itm_sekhubis_incantation_of_wrath|塞 库 比 的 复 仇 咒 
itm_sekhubis_incantation_of_wrath_pl|塞 库 比 的 复 仇 咒 
itm_djedras_incantation_of_summoning|迦 德 拉 的 召 唤 咒 
itm_djedras_incantation_of_summoning_pl|迦 德 拉 的 召 唤 咒 
itm_cold_shock|寒 冰 冲 击 
itm_cold_shock_pl|寒 冰 冲 击 
itm_freezing_blast|冰 封 术
itm_freezing_blast_pl|冰 封 术
itm_summon_frost_bear|召 唤 冰 霜 熊 
itm_summon_frost_bear_pl|召 唤 冰 霜 熊 
itm_midwinters_kiss|冰 霜 侍 女 之 吻 
itm_midwinters_kiss_pl|冰 霜 侍 女 之 吻 
itm_frozen_skin|冰 冻 皮 肤 
itm_frozen_skin_pl|冰 冻 皮 肤 
itm_invocation_of_the_ice_storm|暴 风 雪 的 召 唤 
itm_invocation_of_the_ice_storm_pl|暴 风 雪 的 召 唤 
itm_shield_of_cold|寒 霜 之 盾 
itm_shield_of_cold_pl|寒 霜 之 盾 
itm_hawks_of_miska|米 莎 神 鹰 
itm_hawks_of_miska_pl|米 莎 神 鹰 
itm_frostblade_spell|霜 刃 
itm_frostblade_spell_pl|霜 刃 
itm_sand_blast|沙 尘 暴 
itm_sand_blast_pl|沙 尘 暴 
itm_curse_of_the_genie|灯 神 的 诅 咒 
itm_curse_of_the_genie_pl|灯 神 的 诅 咒 
itm_dancing_scimitar|舞 蹈 弯 刀 
itm_dancing_scimitar_pl|舞 蹈 弯 刀 
itm_sun_strike|炎 阳 射 击 
itm_sun_strike_pl|炎 阳 射 击 
itm_holy_wrath|神 圣 之 怒
itm_holy_wrath_pl|神 圣 之 怒
itm_shield_of_faith|信 仰 之 盾
itm_shield_of_faith_pl|信 仰 之 盾
itm_divine_healing|神 圣 疗 愈 
itm_divine_healing_pl|神 圣 疗 愈 
itm_holy_shield_spell|神 圣 之 盾 
itm_holy_shield_spell_pl|神 圣 之 盾 
itm_quicksand|流 沙 池 
itm_quicksand_pl|流 沙 池 
itm_viletide|虫 潮 
itm_viletide_pl|虫 潮 
itm_bestial_surge|兽 性 涌 动 
itm_bestial_surge_pl|兽 性 涌 动 
itm_devolve|退 化 术 
itm_devolve_pl|退 化 术 
itm_bray_scream|吼 啸 
itm_bray_scream_pl|吼 啸 
itm_traitor_kin|弑 主 
itm_traitor_kin_pl|弑 主 
itm_mantle_of_ghorok|戈 洛 克 披 风 
itm_mantle_of_ghorok_pl|戈 洛 克 披 风 
itm_savage_dominion|野 性 支 配 
itm_savage_dominion_pl|野 性 支 配 
itm_the_oxen_stands|蛮 牛 激 励 
itm_the_oxen_stands_pl|蛮 牛 激 励 
itm_fervid_subjugation|狂 热 征 服 
itm_fervid_subjugation_pl|狂 热 征 服 
itm_fleet_of_foot|疾 步 术 
itm_fleet_of_foot_pl|疾 步 术 
itm_cure_wounds|治 愈 重 伤 
itm_cure_wounds_pl|治 愈 重 伤 
itm_lightning_bolt|闪 电 箭 
itm_lightning_bolt_pl|闪 电 箭 
itm_fireball2|火 球 术 
itm_fireball2_pl|火 球 术 
itm_iron_skin|钢 铁 皮 肤 
itm_iron_skin_pl|钢 铁 皮 肤 
itm_swords_of_doom|末 日 之 剑 
itm_swords_of_doom_pl|末 日 之 剑 
itm_burning_storm|烈 焰 风 暴 
itm_burning_storm_pl|烈 焰 风 暴 
itm_glory|荣 耀 
itm_glory_pl|荣 耀 
itm_freeze|冻 结 
itm_freeze_pl|冻 结 
itm_window_of_the_void|虚 空 之 窗 
itm_window_of_the_void_pl|虚 空 之 窗 
itm_invocation_of_nehek|尼 赫 喀 拉 的 召 唤 
itm_invocation_of_nehek_pl|尼 赫 喀 拉 的 召 唤 
itm_hellish_vigour|地 狱 活 力
itm_hellish_vigour_pl|地 狱 活 力
itm_raise_dead|驱 役 亡 灵 
itm_raise_dead_pl|驱 役 亡 灵 
itm_curse_of_years|岁 月 诅 咒 
itm_curse_of_years_pl|岁 月 诅 咒 
itm_wind_of_death|死 亡 虚 空
itm_wind_of_death_pl|死 亡 虚 空
itm_turn_to_smoke|化 身 烟 雾 
itm_turn_to_smoke_pl|化 身 烟 雾 
itm_ethereal|灵 体 化
itm_ethereal_pl|灵 体 化
itm_transfix|定 身 术
itm_transfix_pl|定 身 术
itm_vansels_danse_macabre2|范 赫 死 亡 之 舞 
itm_vansels_danse_macabre2_pl|范 赫 死 亡 之 舞 
itm_gaze_of_nagash2|纳 加 什 凝 视 
itm_gaze_of_nagash2_pl|纳 加 什 凝 视 
itm_battle_howl|战 斗 嚎 叫 
itm_battle_howl_pl|战 斗 嚎 叫 
itm_destruction|摧 毁 亡 灵 
itm_destruction_pl|摧 毁 亡 灵 
itm_winters_chill|冬 日 寒 意 
itm_winters_chill_pl|冬 日 寒 意 
itm_runic_banner|符 文 王 国 旗 帜 
itm_runic_banner_pl|符 文 王 国 旗 帜 
itm_runic_banner2|符 文 铁 砧 旗 帜 
itm_runic_banner2_pl|符 文 铁 砧 旗 帜 
itm_runic_banner3|符 文 熔 炉 旗 帜 
itm_runic_banner3_pl|符 文 熔 炉 旗 帜 
itm_empireone|帝 国 练 习 剑 
itm_empireone_pl|帝 国 练 习 剑 
itm_empirehammer|帝 国 练 习 锤 
itm_empirehammer_pl|帝 国 练 习 锤 
itm_chaosdwarfone|混 沌 矮 人 练 习 斧 
itm_chaosdwarfone_pl|混 沌 矮 人 练 习 斧 
itm_chaosone|混 沌 练 习 剑 
itm_chaosone_pl|混 沌 练 习 剑 
itm_chaosaxe|混 沌 练 习 斧 
itm_chaosaxe_pl|混 沌 练 习 斧 
itm_chaos2|混 沌 重 型 练 习 斧 
itm_chaos2_pl|混 沌 重 型 练 习 斧 
itm_elfone|高 精 灵 练 习 剑 
itm_elfone_pl|高 精 灵 练 习 剑 
itm_woodelfone|木 精 灵 练 习 剑 
itm_woodelfone_pl|木 精 灵 练 习 剑 
itm_elftwo|高 等 精 灵 重 型 练 习 剑 
itm_elftwo_pl|高 等 精 灵 重 型 练 习 剑 
itm_woodelftwo|木 精 灵 重 型 练 习 剑 
itm_woodelftwo_pl|木 精 灵 重 型 练 习 剑 
itm_vampire_two|吸 血 鬼 重 型 练 习 剑 
itm_vampire_two_pl|吸 血 鬼 重 型 练 习 剑 
itm_elfbow|高 精 灵 练 习 弓 
itm_elfbow_pl|高 精 灵 练 习 弓 
itm_dwarfone|矮 人 练 习 斧 
itm_dwarfone_pl|矮 人 练 习 斧 
itm_dwarftwo|矮 人 重 型 练 习 斧 
itm_dwarftwo_pl|矮 人 重 型 练 习 斧 
itm_chaosdwarftwo|混 沌 矮 人 重 练 习 斧 
itm_chaosdwarftwo_pl|混 沌 矮 人 重 练 习 斧 
itm_tombone|古 墓 练 习 剑 
itm_tombone_pl|古 墓 练 习 剑 
itm_tombtwo|古 墓 重 型 练 习 剑 
itm_tombtwo_pl|古 墓 重 型 练 习 剑 
itm_tombaxe|古 墓 重 型 练 习 斧 
itm_tombaxe_pl|古 墓 重 型 练 习 斧 
itm_lizardone|蜥 人 练 习 刀 
itm_lizardone_pl|蜥 人 练 习 刀 
itm_lizardtwo|蜥 人 重 型 练 习 刀 
itm_lizardtwo_pl|蜥 人 重 型 练 习 刀 
itm_goblintwo|地 精 重 型 练 习 切 肉 刀 
itm_goblintwo_pl|地 精 重 型 练 习 切 肉 刀 
itm_goblinaxe|地 精 练 习 斧 
itm_goblinaxe_pl|地 精 练 习 斧 
itm_goblinone|地 精 练 习 切 肉 刀 
itm_goblinone_pl|地 精 练 习 切 肉 刀 
itm_arabyone|阿 拉 比 练 习 弯 刀 
itm_arabyone_pl|阿 拉 比 练 习 弯 刀 
itm_arabytwo|阿 拉 比 重 型 练 习 弯 刀 
itm_arabytwo_pl|阿 拉 比 重 型 练 习 弯 刀 
itm_orcone|兽 人 练 习 刀 
itm_orcone_pl|兽 人 练 习 刀 
itm_orcclub|兽 人 练 习 棍 
itm_orcclub_pl|兽 人 练 习 棍 
itm_orcaxe|兽 人 练 习 斧 
itm_orcaxe_pl|兽 人 练 习 斧 
itm_beastmenone|野 兽 人 练 习 剑 
itm_beastmenone_pl|野 兽 人 练 习 剑 
itm_beastmenaxe|野 兽 人 练 习 阔 剑 
itm_beastmenaxe_pl|野 兽 人 练 习 阔 剑 
itm_darkelfone|暗 精 灵 练 习 军 刀 
itm_darkelfone_pl|暗 精 灵 练 习 军 刀 
itm_darkelftwo|暗 精 灵 重 型 练 习 剑 
itm_darkelftwo_pl|暗 精 灵 重 型 练 习 剑 
itm_skavenone|斯 卡 文 练 习 剑 
itm_skavenone_pl|斯 卡 文 练 习 剑 
itm_skaventwo|斯 卡 文 练 习 艾 欣 剑 
itm_skaventwo_pl|斯 卡 文 练 习 艾 欣 剑 
itm_kislevone|基 斯 里 夫 练 习 斧 
itm_kislevone_pl|基 斯 里 夫 练 习 斧 
itm_kislevtwo|基 斯 里 夫 重 型 练 习 马 刀 
itm_kislevtwo_pl|基 斯 里 夫 重 型 练 习 马 刀 
itm_kislevaxe|基 斯 里 夫 重 型 练 习 斧 
itm_kislevaxe_pl|基 斯 里 夫 重 型 练 习 斧 
itm_rubberbullet|练 习 子 弹 
itm_rubberbullet_pl|练 习 子 弹 
itm_dwarfpistol|矮 人 练 习 手 枪 
itm_dwarfpistol_pl|矮 人 练 习 手 枪 
itm_rubberbullet2|练 习 子 弹 
itm_rubberbullet2_pl|练 习 子 弹 
itm_skavenpistol|斯 卡 文 练 习 手 枪 
itm_skavenpistol_pl|斯 卡 文 练 习 手 枪 
itm_wooden_wildwood_glaive|游 侠 长 柄 刀
itm_wooden_wildwood_glaive_pl|游 侠 长 柄 刀
itm_wooden_vampire_axe|西 尔 凡 尼 亚 长 柄 斧
itm_wooden_vampire_axe_pl|西 尔 凡 尼 亚 长 柄 斧
itm_empirepistol|帝 国 练 习 手 枪 
itm_empirepistol_pl|帝 国 练 习 手 枪 
itm_practice_katana|练 习 武 士 刀 
itm_practice_katana_pl|练 习 武 士 刀 
itm_practice_nodachi|练 习 野 太 刀 
itm_practice_nodachi_pl|练 习 野 太 刀 
itm_practice_kunai|练 习 苦 无 
itm_practice_kunai_pl|练 习 苦 无 
itm_practice_kunai_melee|练 习 苦 无 
itm_practice_kunai_melee_pl|练 习 苦 无 
itm_practice_naginata|练 习 薙 刀
itm_practice_naginata_pl|练 习 薙 刀
itm_nomad|练 习 弓 
itm_nomad_pl|练 习 弓 
itm_darkcrossbow|练 习 手 弩 
itm_darkcrossbow_pl|练 习 手 弩 
itm_tournament_small_bolts|练 习 手 弩 矢
itm_tournament_small_bolts_pl|练 习 手 弩 矢
itm_practice_vampire_crossbow|吸 血 鬼 练 习 弩 
itm_practice_vampire_crossbow_pl|吸 血 鬼 练 习 弩 
itm_steppe_horse|草 原 马 
itm_steppe_horse_pl|草 原 马 
itm_arabian_horse_a|阿 拉 比 马 
itm_arabian_horse_a_pl|阿 拉 比 马 
itm_arabian_horse_b|阿 拉 比 马 
itm_arabian_horse_b_pl|阿 拉 比 马 
itm_warhorse_sarranid|阿 拉 比 军 马 
itm_warhorse_sarranid_pl|阿 拉 比 军 马 
itm_warhorse_steppe|阿 拉 比 战 马 
itm_warhorse_steppe_pl|阿 拉 比 战 马 
itm_voland_steppe|沃 兰 斯 战 马 
itm_voland_steppe_pl|沃 兰 斯 战 马 
itm_nippon_steppe|武 士 战 马 
itm_nippon_steppe_pl|武 士 战 马 
itm_araby_royal_horse|阿 拉 比 皇 家 军 马 
itm_araby_royal_horse_pl|阿 拉 比 皇 家 军 马 
itm_araby_lord_horse|阿 拉 比 领 主 军 马 
itm_araby_lord_horse_pl|阿 拉 比 领 主 军 马 
itm_arabian_horse_c|阿 拉 比 马 
itm_arabian_horse_c_pl|阿 拉 比 马 
itm_arabian_horse_d|阿 拉 比 马 
itm_arabian_horse_d_pl|阿 拉 比 马 
itm_warhorse_thief|阿 拉 比 战 马 
itm_warhorse_thief_pl|阿 拉 比 战 马 
itm_bandit_horse_a|阿 拉 比 马 
itm_bandit_horse_a_pl|阿 拉 比 马 
itm_bandit_horse_b|黑 色 骏 马
itm_bandit_horse_b_pl|黑 色 骏 马
itm_bandit_horse_c|阿 拉 比 马 
itm_bandit_horse_c_pl|阿 拉 比 马 
itm_bandit_horse_d|阿 拉 比 马 
itm_bandit_horse_d_pl|阿 拉 比 马 
itm_courser|骏 马 
itm_courser_pl|骏 马 
itm_sumpter_horse|驮 马 
itm_sumpter_horse_pl|驮 马 
itm_saddle_horse|旅 行 马 
itm_saddle_horse_pl|旅 行 马 
itm_hunter|猎 马 
itm_hunter_pl|猎 马 
itm_tournament_hunter|猎 马 
itm_tournament_hunter_pl|猎 马 
itm_warhorse|军 马 
itm_warhorse_pl|军 马 
itm_charger|战 马 
itm_charger_pl|战 马 
itm_samurai_courser|武 士 骏 马 
itm_samurai_courser_pl|武 士 骏 马 
itm_samurai_courser2|武 士 骏 马 
itm_samurai_courser2_pl|武 士 骏 马 
itm_samurai_courser3|武 士 骏 马 
itm_samurai_courser3_pl|武 士 骏 马 
itm_shadow_steed|暗 影 战 马 
itm_shadow_steed_pl|暗 影 战 马 
itm_spirited_shadow_steed|幻 影 战 马 
itm_spirited_shadow_steed_pl|幻 影 战 马 
itm_champion_shadow_steed|冠 军 暗 影 战 马 
itm_champion_shadow_steed_pl|冠 军 暗 影 战 马 
itm_blazing_sun_warhorse|焰 阳 战 马 
itm_blazing_sun_warhorse_pl|焰 阳 战 马 
itm_panther_warhorse|黑 豹 骑 士 战 马 
itm_panther_warhorse_pl|黑 豹 骑 士 战 马 
itm_priest_warhorse|帝 国 战 马 
itm_priest_warhorse_pl|帝 国 战 马 
itm_priest_warhorse2|帝 国 战 马 
itm_priest_warhorse2_pl|帝 国 战 马 
itm_empire_warhorse|帝 国 战 马 
itm_empire_warhorse_pl|帝 国 战 马 
itm_voland_warhorse|沃 兰 斯 重 装 战 马 
itm_voland_warhorse_pl|沃 兰 斯 重 装 战 马 
itm_devils_warhorse|武 士 战 马 
itm_devils_warhorse_pl|武 士 战 马 
itm_kirin|麒 麟 
itm_kirin_pl|麒 麟 
itm_demigryph|装 甲 半 狮 鹫 
itm_demigryph_pl|装 甲 半 狮 鹫 
itm_demigryph_red|装 甲 半 狮 鹫 
itm_demigryph_red_pl|装 甲 半 狮 鹫 
itm_demigryph_black|装 甲 半 狮 鹫 
itm_demigryph_black_pl|装 甲 半 狮 鹫 
itm_demigryph_naked|半 狮 鹫 
itm_demigryph_naked_pl|半 狮 鹫 
itm_albertus_warhorse|亡 灵 帝 国 战 马 
itm_albertus_warhorse_pl|亡 灵 帝 国 战 马 
itm_tournament_unicorn|独 角 兽 
itm_tournament_unicorn_pl|独 角 兽 
itm_unicorn|独 角 兽 
itm_unicorn_pl|独 角 兽 
itm_great_stag|巨 牡 鹿 
itm_great_stag_pl|巨 牡 鹿 
itm_great_stag_white|巨 牡 鹿 
itm_great_stag_white_pl|巨 牡 鹿 
itm_elf_horse|精 灵 马 
itm_elf_horse_pl|精 灵 马 
itm_woodelf_horse|林 地 精 灵 马 
itm_woodelf_horse_pl|林 地 精 灵 马 
itm_sliverhelms_horse|银 盔 战 马 
itm_sliverhelms_horse_pl|银 盔 战 马 
itm_tournament_sliverhelms_horse|竞 技 银 盔 战 马 
itm_tournament_sliverhelms_horse_pl|竞 技 银 盔 战 马 
itm_dragon_horse|龙 王 子 骑 士 战 马 
itm_dragon_horse_pl|龙 王 子 骑 士 战 马 
itm_elflord_horse|纯 血 高 精 灵 战 马 
itm_elflord_horse_pl|纯 血 高 精 灵 战 马 
itm_malhandir|玛 尔 翰 戴 尔 
itm_malhandir_pl|玛 尔 翰 戴 尔 
itm_red_dragon_horse|焰 裔 骑 士 战 马 
itm_red_dragon_horse_pl|焰 裔 骑 士 战 马 
itm_silvaron|独 角 兽 
itm_silvaron_pl|独 角 兽 
itm_bretonnian_kings_mount|巴 托 尼 亚 国 王 战 马 
itm_bretonnian_kings_mount_pl|巴 托 尼 亚 国 王 战 马 
itm_bretonnian_warhorse_lord|巴 托 尼 亚 领 主 战 马 
itm_bretonnian_warhorse_lord_pl|巴 托 尼 亚 领 主 战 马 
itm_bretonnian_warhorse_paladin|巴 托 尼 亚 圣 骑 士 战 马 
itm_bretonnian_warhorse_paladin_pl|巴 托 尼 亚 圣 骑 士 战 马 
itm_courser_yeoman|侍 从 驮 马 
itm_courser_yeoman_pl|侍 从 驮 马 
itm_warhorse_errant_bretonnian|侠 义 骑 士 战 马 
itm_warhorse_errant_bretonnian_pl|侠 义 骑 士 战 马 
itm_tournament_warhorse_errant_bretonnian|侠 义 骑 士 战 马 
itm_tournament_warhorse_errant_bretonnian_pl|侠 义 骑 士 战 马 
itm_warhorse_realm_bretonnian|王 国 骑 士 战 马 
itm_warhorse_realm_bretonnian_pl|王 国 骑 士 战 马 
itm_warhorse_realm_bretonnian2|王 国 骑 士 战 马 
itm_warhorse_realm_bretonnian2_pl|王 国 骑 士 战 马 
itm_warhorse_realm_bretonnian3|王 国 骑 士 战 马 
itm_warhorse_realm_bretonnian3_pl|王 国 骑 士 战 马 
itm_warhorse_realm_bretonnian4|王 国 骑 士 战 马 
itm_warhorse_realm_bretonnian4_pl|王 国 骑 士 战 马 
itm_warhorse_questing|探 险 骑 士 战 马 
itm_warhorse_questing_pl|探 险 骑 士 战 马 
itm_warhorse_questing2|探 险 骑 士 战 马 
itm_warhorse_questing2_pl|探 险 骑 士 战 马 
itm_warhorse_questing3|探 险 骑 士 战 马 
itm_warhorse_questing3_pl|探 险 骑 士 战 马 
itm_warhorse_questing4|探 险 骑 士 战 马 
itm_warhorse_questing4_pl|探 险 骑 士 战 马 
itm_warhorse_grail_bretonnian|圣 杯 骑 士 战 马 
itm_warhorse_grail_bretonnian_pl|圣 杯 骑 士 战 马 
itm_warhorse_grail_bretonnian2|圣 杯 骑 士 战 马 
itm_warhorse_grail_bretonnian2_pl|圣 杯 骑 士 战 马 
itm_marauder_horse|掠 夺 者 马 
itm_marauder_horse_pl|掠 夺 者 马 
itm_marauder_horse2|掠 夺 者 马 
itm_marauder_horse2_pl|掠 夺 者 马 
itm_marauder_horse_black|掠 夺 者 猎 马 
itm_marauder_horse_black_pl|掠 夺 者 猎 马 
itm_tournament_marauder_horse_black|掠 夺 者 猎 马 
itm_tournament_marauder_horse_black_pl|掠 夺 者 猎 马 
itm_marauder_horse_white|掠 夺 者 冠 军 猎 马 
itm_marauder_horse_white_pl|掠 夺 者 冠 军 猎 马 
itm_chaos_warhorse|混 沌 战 马 
itm_chaos_warhorse_pl|混 沌 战 马 
itm_khorne_warhorse|恐 虐 战 马 
itm_khorne_warhorse_pl|恐 虐 战 马 
itm_slaanesh_warhorse|色 孽 战 马 
itm_slaanesh_warhorse_pl|色 孽 战 马 
itm_tzeentch_warhorse|奸 奇 战 马 
itm_tzeentch_warhorse_pl|奸 奇 战 马 
itm_nurgle_warhorse|纳 垢 战 马 
itm_nurgle_warhorse_pl|纳 垢 战 马 
itm_chaos_warhorse2|混 沌 冠 军 战 马 
itm_chaos_warhorse2_pl|混 沌 冠 军 战 马 
itm_chaos_armoured_warhorse|混 沌 装 甲 战 马 
itm_chaos_armoured_warhorse_pl|混 沌 装 甲 战 马 
itm_chaos_khorne_armoured_warhorse|恐 虐 装 甲 战 马 
itm_chaos_khorne_armoured_warhorse_pl|恐 虐 装 甲 战 马 
itm_chaos_slaanesh_armoured_warhorse|色 孽 装 甲 战 马 
itm_chaos_slaanesh_armoured_warhorse_pl|色 孽 装 甲 战 马 
itm_chaos_nurgle_armoured_warhorse|纳 垢 装 甲 战 马 
itm_chaos_nurgle_armoured_warhorse_pl|纳 垢 装 甲 战 马 
itm_chaos_tzeentch_armoured_warhorse|奸 奇 装 甲 战 马 
itm_chaos_tzeentch_armoured_warhorse_pl|奸 奇 装 甲 战 马 
itm_kislev_horse|基 斯 里 夫 带 翼 军 马 
itm_kislev_horse_pl|基 斯 里 夫 带 翼 军 马 
itm_kislev_courser|基 斯 里 夫 骏 马 
itm_kislev_courser_pl|基 斯 里 夫 骏 马 
itm_kislev_courser2|基 斯 里 夫 骏 马 
itm_kislev_courser2_pl|基 斯 里 夫 骏 马 
itm_tournament_kislev_horse|基 斯 里 夫 竞 技 军 马 
itm_tournament_kislev_horse_pl|基 斯 里 夫 竞 技 军 马 
itm_kislev_warhorse|基 斯 里 夫 军 马 
itm_kislev_warhorse_pl|基 斯 里 夫 军 马 
itm_bear|熊 
itm_bear_pl|熊 
itm_warbear|战 熊 
itm_warbear_pl|战 熊 
itm_armoured_bear|装 甲 战 熊 
itm_armoured_bear_pl|装 甲 战 熊 
itm_urskin|厄 斯 金 
itm_urskin_pl|厄 斯 金 
itm_necroserpent|死 灵 巨 蛇
itm_necroserpent_pl|死 灵 巨 蛇
itm_skeletal_horse|骷 髅 马 
itm_skeletal_horse_pl|骷 髅 马 
itm_tournament_skeletal_horse|骷 髅 竞 技 马 
itm_tournament_skeletal_horse_pl|骷 髅 竞 技 马 
itm_vc_skeletal_horse2|骷 髅 马 
itm_vc_skeletal_horse2_pl|骷 髅 马 
itm_vc_skeletal_horse|骷 髅 马 
itm_vc_skeletal_horse_pl|骷 髅 马 
itm_vc_charger2|装 甲 骷 髅 战 马 
itm_vc_charger2_pl|装 甲 骷 髅 战 马 
itm_vc_charger|重 装 骷 髅 战 马 
itm_vc_charger_pl|重 装 骷 髅 战 马 
itm_nightmare|披 甲 梦 魇 兽 
itm_nightmare_pl|披 甲 梦 魇 兽 
itm_nightmare2|披 甲 梦 魇 兽 
itm_nightmare2_pl|披 甲 梦 魇 兽 
itm_nightmare3|披 甲 梦 魇 兽 
itm_nightmare3_pl|披 甲 梦 魇 兽 
itm_vampire_hunter|希 尔 瓦 尼 亚 军 马 
itm_vampire_hunter_pl|希 尔 瓦 尼 亚 军 马 
itm_vampire_hunter2|希 尔 瓦 尼 亚 军 马 
itm_vampire_hunter2_pl|希 尔 瓦 尼 亚 军 马 
itm_vampire_hunter3|希 尔 瓦 尼 亚 重 装 军 马 
itm_vampire_hunter3_pl|希 尔 瓦 尼 亚 重 装 军 马 
itm_vc_ghost_horse|幽 灵 马 
itm_vc_ghost_horse_pl|幽 灵 马 
itm_vc_ghost_horse2|幽 灵 马 
itm_vc_ghost_horse2_pl|幽 灵 马 
itm_vc_ghost_horse3|幽 灵 战 马 
itm_vc_ghost_horse3_pl|幽 灵 战 马 
itm_vc_ghost_horse4|幽 灵 战 马 
itm_vc_ghost_horse4_pl|幽 灵 战 马 
itm_tournament_boar|竞 技 野 猪 
itm_tournament_boar_pl|竞 技 野 猪 
itm_wild_boar|野 猪 
itm_wild_boar_pl|野 猪 
itm_boar|战 猪 
itm_boar_pl|战 猪 
itm_arm_boar|装 甲 战 猪 
itm_arm_boar_pl|装 甲 战 猪 
itm_warboar|战 争 野 猪 
itm_warboar_pl|战 争 野 猪 
itm_wolf|狼 
itm_wolf_pl|狼 
itm_black_wolf|黑 狼 
itm_black_wolf_pl|黑 狼 
itm_hobgoblin_wolf|妖 狼 
itm_hobgoblin_wolf_pl|妖 狼 
itm_hobgoblin_black_wolf|黑 妖 狼 
itm_hobgoblin_black_wolf_pl|黑 妖 狼 
itm_hobgoblin_armoured_wolf|装 甲 妖 狼 
itm_hobgoblin_armoured_wolf_pl|装 甲 妖 狼 
itm_spider|巨 蜘 蛛 
itm_spider_pl|巨 蜘 蛛 
itm_tournament_spider|竞 技 巨 蜘 蛛 
itm_tournament_spider_pl|竞 技 巨 蜘 蛛 
itm_spider2|战 争 巨 蛛 
itm_spider2_pl|战 争 巨 蛛 
itm_squig|史 奎 格 
itm_squig_pl|史 奎 格 
itm_gobbla|锅 巴 拉 
itm_gobbla_pl|锅 巴 拉 
itm_hornedone|独 角 蜥 
itm_hornedone_pl|独 角 蜥 
itm_tri_mount|三 角 龙 
itm_tri_mount_pl|三 角 龙 
itm_elephant|战 象 
itm_elephant_pl|战 象 
itm_stegadon|远 古 三 角 龙 
itm_stegadon_pl|远 古 三 角 龙 
itm_chaos_chariot|混 沌 战 车 
itm_chaos_chariot_pl|混 沌 战 车 
itm_orc_chariot|兽 人 战 猪 战 车 
itm_orc_chariot_pl|兽 人 战 猪 战 车 
itm_beastman_chariot|剃 刀 兽 战 车 
itm_beastman_chariot_pl|剃 刀 兽 战 车 
itm_highelf_chariot|伊 瑟 拉 玛 银 战 车 
itm_highelf_chariot_pl|伊 瑟 拉 玛 银 战 车 
itm_tk_chariot|骷 髅 战 车 
itm_tk_chariot_pl|骷 髅 战 车 
itm_goblin_chariot|地 精 狼 战 车 
itm_goblin_chariot_pl|地 精 狼 战 车 
itm_darkelf_chariot|冷 蜥 战 车 
